rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Date ,Latitude,Longitude
110,Total Gaming,"35,400,000","5,556,364,230",Gaming,totalgaming,1,NA,NA,Autos,"4,056,447",NA,"3,902",53,$0.00 ,$0.20 ,$0.20 ,$3.00 ,2,15-Jul-06,nan,nan
111,Markiplier,"35,200,000","20,297,931,219",Gaming,Markiplier,"5,490",United States,US,Games,119,34,8,"127,329,000","$31,800.00 ","$509,300.00 ","$382,000.00 ","$6,100,000.00 ","100,000",26-May-12,37.09024,-95.712891
112,Ryan's World,"35,200,000","55,299,840,198",Entertainment,Ryan's World,"2,453",United States,US,Entertainment,15,35,32,"238,613,000","$59,700.00 ","$954,500.00 ","$715,800.00 ","$11,500,000.00 ","200,000",17-Mar-15,37.09024,-95.712891
113,Genevieve's Playhouse - Learning Videos for Kids,"34,900,000","25,607,397,308",Education,Genevieve's Playhouse - Learning Videos for ï¿½,617,United States,US,Film,69,36,7,"335,307,000","$83,800.00 ","$1,300,000.00 ","$1,000,000.00 ","$16,100,000.00 ","300,000",6-Jan-16,37.09024,-95.712891
114,T-Series Apna Punjab,"34,600,000","21,306,315,429",Music,T- Series Apna Punjab,0,NA,NA,News,"4,057,944",NA,"4,653",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,9-Jul-20,nan,nan
115,Techno Gamerz,"34,400,000","9,690,499,664",Gaming,TechnoGamerz,1,NA,NA,Games,"4,057,311",NA,"7,489",86,$0.00 ,$0.30 ,$0.30 ,$4.00 ,3,19-May-10,nan,nan
116,Geet MP3,"34,300,000","12,746,535,822",Music,Geet MP3,679,India,IN,Music,299,31,41,"101,357,000","$25,300.00 ","$405,400.00 ","$304,100.00 ","$4,900,000.00 ","100,000",22-Oct-16,20.593684,78.96288
117,J Balvin,"34,100,000","23,005,313,609",Music,J Balvin,141,Colombia,CO,Music,89,2,42,"128,696,000","$32,200.00 ","$514,800.00 ","$386,100.00 ","$6,200,000.00 ","100,000",18-Feb-11,4.570868,-74.297333
118,Jess No Limit,"34,000,000","3,963,007,415",Entertainment,Jess No Limit,"2,284",Indonesia,ID,Entertainment,"1,882",1,33,"547,141,000","$136,800.00 ","$2,200,000.00 ","$1,600,000.00 ","$26,300,000.00 ","5,500,000",7-Sep-17,-0.789275,113.921327
119,Jingle Toons,"34,000,000","11,351,015,824",Film & Animation,Jingle Toons,240,India,IN,Film,360,32,8,"179,903,000","$45,000.00 ","$719,600.00 ","$539,700.00 ","$8,600,000.00 ","600,000",24-Jan-13,20.593684,78.96288
120,VEGETTA777,"33,800,000","15,432,929,204",Gaming,VEGETTA777,"7,606",Spain,ES,Games,211,2,10,"39,094,000","$9,800.00 ","$156,400.00 ","$117,300.00 ","$1,900,000.00 ",0,2-Mar-08,40.463667,-3.74922
121,Galinha Pintadinha,"33,800,000","27,274,550,757",Film & Animation,Galinha Pintadinha,66,Brazil,BR,Film,54,8,9,"403,508,000","$100,900.00 ","$1,600,000.00 ","$1,200,000.00 ","$19,400,000.00 ","200,000",30-Aug-06,-14.235004,-51.92528
122,SSSniperWolf,"33,700,000","23,492,684,419",Gaming,SSSniperWolf,"3,366",United States,US,Entertainment,83,37,35,"210,955,000","$52,700.00 ","$843,800.00 ","$632,900.00 ","$10,100,000.00 ","200,000",20-Jan-13,37.09024,-95.712891
123,Desi Music Factory,"33,700,000","10,189,027,455",Music,Desi music factory,2,NA,NA,Music,"4,057,699",NA,"5,775",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,10-Apr-18,nan,nan
124,Selena Gomez,"33,600,000","13,013,567,335",Film & Animation,Selena Gomez,188,United States,US,Music,288,38,43,"115,792,000","$28,900.00 ","$463,200.00 ","$347,400.00 ","$5,600,000.00 ","200,000",8-Feb-08,37.09024,-95.712891
125,Rajshri,"33,500,000","14,864,294,792",Music,Rajshri,"3,741",India,IN,Entertainment,222,34,36,"272,255,000","$68,100.00 ","$1,100,000.00 ","$816,800.00 ","$13,100,000.00 ","500,000",24-Mar-06,20.593684,78.96288
126,Ch3Thailand,"33,500,000","29,611,914,495",Entertainment,Ch3Thailand,"96,214",Thailand,TH,Entertainment,41,3,37,"61,307,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"100,000",29-May-14,15.870032,100.992541
127,KHANDESHI MOVIES,"33,500,000","11,405,809,704",Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,357,35,4,"24,736,000","$6,200.00 ","$98,900.00 ","$74,200.00 ","$1,200,000.00 ","100,000",11-Nov-13,20.593684,78.96288
128,NoCopyrightSounds,"33,400,000","10,530,729,078",Music,NoCopyrightSounds,"1,331",United Kingdom,GB,Music,402,3,44,"55,654,000","$13,900.00 ","$222,600.00 ","$167,000.00 ","$2,700,000.00 ",0,14-Aug-11,55.378051,-3.435973
129,CVS 3D Rhymes & Kids Songs,"33,400,000","20,269,857,567",Education,CVS 3D Rhymes & Kids Songs,338,India,IN,Education,120,35,9,"136,084,000","$34,000.00 ","$544,300.00 ","$408,300.00 ","$6,500,000.00 ","200,000",26-Aug-08,20.593684,78.96288
130,Ricis Official,"33,300,000","5,994,136,760",People & Blogs,Ricis Official,"2,736",Indonesia,ID,Entertainment,"1,043",2,34,"157,101,000","$39,300.00 ","$628,400.00 ","$471,300.00 ","$7,500,000.00 ","1,900,000",15-Jan-16,-0.789275,113.921327
131,BabyBus - Kids Songs and Cartoons,"32,800,000","26,355,088,167",Education,BabyBus - Kids Songs and Cartoons,"2,122",United States,US,Education,64,39,10,"127,498,000","$31,900.00 ","$510,000.00 ","$382,500.00 ","$6,100,000.00 ","200,000",15-Jul-16,37.09024,-95.712891
132,Eros Now Music,"32,700,000","17,853,798,780",Entertainment,Mzaalo,"1,521",India,IN,Entertainment,"8,055",730,838,"20,263,000","$5,100.00 ","$81,100.00 ","$60,800.00 ","$972,600.00 ","40,000",14-Mar-12,20.593684,78.96288
133,BETER Bï¿½ï¿½,"32,700,000","19,180,039,918",NA,BETER Bï¿½ï¿½,"2,738",Turkey,TR,Games,137,1,11,"1,463,000,000","$365,900.00 ","$5,900,000.00 ","$4,400,000.00 ","$70,200,000.00 ","2,100,000",12-Dec-12,38.963745,35.243322
134,DisneyMusicVEVO,"32,700,000","28,516,250,629",Music,DisneyMusicVEVO,"2,068",United States,US,Music,50,40,45,"329,861,000","$82,500.00 ","$1,300,000.00 ","$989,600.00 ","$15,800,000.00 ","300,000",20-May-10,37.09024,-95.712891
135,The Weeknd,"32,600,000","23,379,969,006",Music,The Weeknd,169,Canada,CA,Music,85,3,45,"373,828,000","$93,500.00 ","$1,500,000.00 ","$1,100,000.00 ","$17,900,000.00 ","200,000",25-Feb-11,56.130366,-106.346771
136,WowKidz,"32,200,000","16,613,441,479",Film & Animation,wowkidz,2,NA,NA,Entertainment,"4,053,139",NA,"6,723",1,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,16-Dec-06,nan,nan
137,KAROL G,"32,100,000","18,699,145,555",Music,KAROL G,134,Colombia,CO,Music,140,3,46,"465,647,000","$116,400.00 ","$1,900,000.00 ","$1,400,000.00 ","$22,400,000.00 ","300,000",14-Mar-13,4.570868,-74.297333
138,Mr Bean,"32,100,000","10,602,236,110",Shows,Mr Bean,"3,091",United Kingdom,GB,Comedy,400,4,5,"56,534,000","$14,100.00 ","$226,100.00 ","$169,600.00 ","$2,700,000.00 ","100,000",4-Jan-06,55.378051,-3.435973
139,rezendeevil,"32,100,000","13,061,739,758",Gaming,rezendeevil,"11,882",Brazil,BR,Entertainment,287,9,40,"44,505,000","$11,100.00 ","$178,000.00 ","$133,500.00 ","$2,100,000.00 ",0,12-Feb-12,-14.235004,-51.92528
140,StarPlus,"32,000,000","26,800,674,545",Entertainment,StarPlus,"44,892",India,IN,Entertainment,60,38,40,"1,667,000,000","$416,800.00 ","$6,700,000.00 ","$5,000,000.00 ","$80,000,000.00 ","1,200,000",19-May-06,20.593684,78.96288
141,SMTOWN,"31,900,000","27,330,239,663",Music,SMTOWN,"4,158",NA,NA,Music,53,NA,47,"233,402,000","$58,400.00 ","$933,600.00 ","$700,200.00 ","$11,200,000.00 ","100,000",18-Mar-06,nan,nan
142,GMA  Network,"31,900,000","19,428,308,461",Entertainment,GMA  Network,"93,311",Philippines,PH,Entertainment,129,2,41,"798,510,000","$199,600.00 ","$3,200,000.00 ","$2,400,000.00 ","$38,300,000.00 ","500,000",20-Nov-06,12.879721,121.774017
143,GENIAL,"31,800,000","6,762,424,690",Howto & Style,GENIAL,"6,734",Mexico,MX,Howto,884,4,4,"31,455,000","$7,900.00 ","$125,800.00 ","$94,400.00 ","$1,500,000.00 ",0,1-Jun-17,23.634501,-102.552784
144,MR. INDIAN HACKER,"31,700,000","5,711,208,484",Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,"1,132",40,1,"109,125,000","$27,300.00 ","$436,500.00 ","$327,400.00 ","$5,200,000.00 ","500,000",21-Jun-12,20.593684,78.96288
145,Worldwide Records Bhojpuri,"31,700,000","16,476,978,876",Music,Worldwide Records Bhojpuri,"6,518",India,IN,Music,177,39,48,"112,648,000","$28,200.00 ","$450,600.00 ","$337,900.00 ","$5,400,000.00 ","200,000",15-Mar-12,20.593684,78.96288
146,DONA ï¿½ï¿½,"31,700,000","21,031,745,531",Entertainment,DONA ï¿½ï¿½,166,United States,US,Entertainment,110,41,42,"153,280,000","$38,300.00 ","$613,100.00 ","$459,800.00 ","$7,400,000.00 ","200,000",5-Apr-18,37.09024,-95.712891
147,Dream,"31,700,000","2,930,015,381",Gaming,Dream,116,United States,US,Games,"2,986",41,12,"27,022,000","$6,800.00 ","$108,100.00 ","$81,100.00 ","$1,300,000.00 ","200,000",8-Feb-14,37.09024,-95.712891
148,Lucas and Marcus,"31,600,000","11,615,848,291",Entertainment,Lucas and Marcus,"1,321",United States,US,Entertainment,339,42,43,"312,099,000","$78,000.00 ","$1,200,000.00 ","$936,300.00 ","$15,000,000.00 ","400,000",19-Jan-11,37.09024,-95.712891
149,JustinBieberVEVO,"31,600,000","26,583,873,105",Music,JustinBieberVEVO,204,United States,US,Music,63,42,49,"105,126,000","$26,300.00 ","$420,500.00 ","$315,400.00 ","$5,000,000.00 ",0,26-Sep-09,37.09024,-95.712891
150,Luis Fonsi,"31,400,000","15,176,762,479",Entertainment,luisfonsi,0,NA,NA,NA,"4,057,944",NA,NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,31-Mar-06,nan,nan
151,Peppa Pig - Official Channel,"31,400,000","22,919,271,731",Film & Animation,Peppa Pig - Official Channel,"3,589",United Kingdom,GB,Education,91,5,11,"244,925,000","$61,200.00 ","$979,700.00 ","$734,800.00 ","$11,800,000.00 ","300,000",9-Oct-13,55.378051,-3.435973
152,YOLO AVENTURAS,"31,200,000","9,673,649,438",People & Blogs,YOLO AVENTURAS,65,Venezuela,VE,Comedy,"3,361,188",522,"2,270","3,589",$0.90 ,$14.00 ,$11.00 ,$172.00 ,100,16-Dec-18,6.42375,-66.58973
153,The Tonight Show Starring Jimmy Fallon,"31,200,000","17,111,726,160",Comedy,The Tonight Show Starring Jimmy Fallon,"8,976",United States,US,Comedy,166,44,6,"22,511,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"100,000",8-Jan-06,37.09024,-95.712891
154,TheDonato,"31,200,000","6,187,804,950",Entertainment,TheDonato,"3,027",Argentina,AR,Games,997,3,12,"190,679,000","$47,700.00 ","$762,700.00 ","$572,000.00 ","$9,200,000.00 ","1,900,000",17-Feb-15,-38.416097,-63.616672
155,ImagineDragons,"30,700,000","16,793,072,362",Music,ImagineDragons,92,United States,US,Music,169,45,50,"188,837,000","$47,200.00 ","$755,300.00 ","$566,500.00 ","$9,100,000.00 ","100,000",3-Aug-09,37.09024,-95.712891
156,Diana and Roma ESP,"30,700,000","12,355,992,466",NA,Diana and Roma ESP,578,United States,US,Entertainment,313,45,45,"102,998,000","$25,700.00 ","$412,000.00 ","$309,000.00 ","$4,900,000.00 ","200,000",27-Nov-16,37.09024,-95.712891
157,Round2hell,"30,700,000","3,145,161,634",Comedy,Round2hell,67,India,IN,Entertainment,"2,687",41,45,"31,822,000","$8,000.00 ","$127,300.00 ","$95,500.00 ","$1,500,000.00 ","300,000",20-Oct-16,20.593684,78.96288
158,Zee News,"30,500,000","16,709,857,823",News & Politics,Zee News,"180,092",India,IN,News,168,41,4,"461,472,000","$115,400.00 ","$1,800,000.00 ","$1,400,000.00 ","$22,200,000.00 ","600,000",19-Jun-07,20.593684,78.96288
159,AboFlah,"30,500,000","4,521,573,939",Gaming,AboFlah,641,Kuwait,KW,Entertainment,"1,573",1,7,"157,908,000","$39,500.00 ","$631,600.00 ","$473,700.00 ","$7,600,000.00 ","1,300,000",28-Jul-16,29.31166,47.481766
160,AH,"30,400,000","4,332,274,962",Entertainment,AH,"2,197",Indonesia,ID,Entertainment,"1,701",4,46,"21,440,000","$5,400.00 ","$85,800.00 ","$64,300.00 ","$1,000,000.00 ",0,26-Jan-14,-0.789275,113.921327
161,Trap Nation,"30,400,000","14,037,426,379",Music,Trap Nation,"2,725",United States,US,Music,255,46,51,"45,822,000","$11,500.00 ","$183,300.00 ","$137,500.00 ","$2,200,000.00 ",0,23-Sep-12,37.09024,-95.712891
162,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,"30,400,000","17,999,961,915",NA,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,532,United States,US,Entertainment,147,46,46,"122,926,000","$30,700.00 ","$491,700.00 ","$368,800.00 ","$5,900,000.00 ","300,000",3-Nov-18,37.09024,-95.712891
163,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"30,300,000","13,546,549,817",Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,223,United States,US,Entertainment,269,47,47,"22,724,000","$5,700.00 ","$90,900.00 ","$68,200.00 ","$1,100,000.00 ",0,21-Feb-12,37.09024,-95.712891
164,Adele,"30,200,000","14,199,108,016",Music,Adele,15,United Kingdom,GB,Music,248,6,53,"137,099,000","$34,300.00 ","$548,400.00 ","$411,300.00 ","$6,600,000.00 ","100,000",4-Apr-08,55.378051,-3.435973
165,Talking Tom,"30,200,000","15,199,330,166",Comedy,TalkingTom,2,United States,US,Entertainment,"4,057,345","7,736","6,776",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,27-Jun-08,37.09024,-95.712891
166,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,"30,200,000","27,684,955,537",Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,"3,254",Jordan,JO,Music,51,1,52,"116,434,000","$29,100.00 ","$465,700.00 ","$349,300.00 ","$5,600,000.00 ","100,000",24-Nov-08,30.585164,36.238414
167,Frost Diamond,"30,100,000","7,277,493,940",Gaming,frostdiamond,0,NA,NA,NA,"4,057,944",NA,NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,10-Aug-06,nan,nan
168,Spinnin' Records,"30,100,000","19,607,009,165",Music,Spinnin' Records,"11,501",Netherlands,NL,Music,127,1,54,"100,040,000","$25,000.00 ","$400,200.00 ","$300,100.00 ","$4,800,000.00 ","100,000",12-Jul-07,52.132633,5.291266
169,Little Angel: Nursery Rhymes & Kids Songs,"30,100,000","22,593,193,994",Education,Little Angel: Nursery Rhymes & Kids Songs,"1,349",United States,US,Education,95,49,12,"107,525,000","$26,900.00 ","$430,100.00 ","$322,600.00 ","$5,200,000.00 ",0,14-Dec-15,37.09024,-95.712891
170,jacksepticeye,"30,100,000","16,246,625,836",Gaming,jacksepticeye,"5,114",NA,NA,Games,183,2,14,"40,425,000","$10,100.00 ","$161,700.00 ","$121,300.00 ","$1,900,000.00 ","100,000",24-Feb-07,nan,nan
171,Shawn Mendes,"30,000,000","12,831,200,855",Music,Shawn Mendes,133,Canada,CA,Music,295,4,55,"88,749,000","$22,200.00 ","$355,000.00 ","$266,200.00 ","$4,300,000.00 ",0,19-Jan-11,56.130366,-106.346771
172,ashish chanchlani vines,"29,800,000","4,457,913,639",Comedy,ashish chanchlani vines,151,India,IN,Comedy,"1,622",42,8,"26,171,000","$6,500.00 ","$104,700.00 ","$78,500.00 ","$1,300,000.00 ","100,000",6-Jul-09,20.593684,78.96288
173,Ultra Records,"29,600,000","17,208,027,242",Music,Ultra Records,"4,903",United States,US,Music,165,50,56,"81,884,000","$20,500.00 ","$327,500.00 ","$245,700.00 ","$3,900,000.00 ",0,24-Oct-06,37.09024,-95.712891
174,Popular on YouTube,"29,300,000",0,NA,Popular on Youtube,3,NA,NA,Education,"4,019,724",NA,"4,847",1,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,7-Aug-17,nan,nan
175,Maluma,"29,300,000","21,226,945,136",Music,MaLuMa,14,Argentina,AR,People,"4,051,498","3,624","7,658",15,$0.00 ,$0.10 ,$0.10 ,$0.70 ,0,31-Oct-15,-38.416097,-63.616672
176,Zhong,"29,200,000","14,727,238,483",Entertainment,Zhong,"1,513",United States,US,Entertainment,230,51,48,"180,519,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"1,000,000",19-Jan-15,37.09024,-95.712891
177,Enaldinho,"29,200,000","11,627,437,847",Comedy,Enaldinho,"3,654",Brazil,BR,Games,338,10,15,"303,100,000","$75,800.00 ","$1,200,000.00 ","$909,300.00 ","$14,500,000.00 ","1,000,000",7-Nov-12,-14.235004,-51.92528
178,AuronPlay,"29,200,000","4,079,141,673",Comedy,AuronPlay,404,Spain,ES,Comedy,"1,852",3,9,"12,143,000","$3,000.00 ","$48,600.00 ","$36,400.00 ","$582,900.00 ",0,28-Feb-06,40.463667,-3.74922
179,Shorts Break,"29,000,000","19,466,238,065",Comedy,shorts break,42,NA,NA,NA,"3,997,024",NA,NA,"60,805",$15.00 ,$243.00 ,$182.00 ,"$2,900.00 ",151,28-Jan-21,nan,nan
180,infobells - Tamil,"28,900,000","17,930,570,614",Education,infobells - Tamil,555,India,IN,Education,149,44,13,"109,828,000","$27,500.00 ","$439,300.00 ","$329,500.00 ","$5,300,000.00 ","200,000",13-Mar-14,20.593684,78.96288
181,Aditya Music India,"28,500,000","25,857,994,495",Music,Aditya Music,0,NA,NA,Music,"4,057,944",NA,"4,721",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,16-Dec-10,nan,nan
182,The Late Late Show with James Corden,"28,400,000","9,956,764,048",Entertainment,The Late Late Show with James Corden,"5,809",United States,US,Entertainment,445,53,49,"26,435,000","$6,600.00 ","$105,700.00 ","$79,300.00 ","$1,300,000.00 ",0,21-Nov-06,37.09024,-95.712891
183,Aditya Movies,"28,400,000","10,062,770,060",Movies,Aditya Movies,"5,436",India,IN,Film,432,45,11,"227,355,000","$56,800.00 ","$909,400.00 ","$682,100.00 ","$10,900,000.00 ","500,000",23-Feb-12,20.593684,78.96288
184,Masha y el Oso,"28,300,000","13,577,142,726",Film & Animation,Masha y El oso,6,NA,NA,NA,"4,057,907",NA,NA,2,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,21-Jul-19,nan,nan
185,infobells - Telugu,"28,300,000","14,814,192,034",Education,infobells - Telugu,505,India,IN,Education,223,45,14,"288,110,000","$72,000.00 ","$1,200,000.00 ","$864,300.00 ","$13,800,000.00 ","800,000",13-Mar-14,20.593684,78.96288
186,HUM TV,"28,300,000","23,844,936,965",Entertainment,HUM TV,"106,983",Pakistan,PK,Entertainment,80,3,49,"684,860,000","$171,200.00 ","$2,700,000.00 ","$2,100,000.00 ","$32,900,000.00 ","700,000",25-May-11,30.375321,69.345116
187,Shemaroo Movies,"28,200,000","7,600,740,993",Entertainment,Shemaroo Movies,"3,009",India,IN,Film,721,46,13,"184,966,000","$46,200.00 ","$739,900.00 ","$554,900.00 ","$8,900,000.00 ","500,000",1-Mar-11,20.593684,78.96288
188,Michael Jackson,"28,200,000","14,412,474,625",Music,Michael Jackson,15,United States,US,Music,242,54,59,"158,591,000","$39,600.00 ","$634,400.00 ","$475,800.00 ","$7,600,000.00 ","200,000",22-Jun-05,37.09024,-95.712891
189,Drake,"28,100,000","15,318,895,118",Music,drake,3,NA,NA,Film,"4,011,030",NA,"4,909",31,$0.00 ,$0.10 ,$0.10 ,$1.00 ,1,23-Sep-05,nan,nan
190,Goldmines Dishoom,"28,000,000","8,603,468,420",Film & Animation,Goldmines Dishoom,"3,878",NA,NA,Film,587,NA,14,"129,211,000","$32,300.00 ","$516,800.00 ","$387,600.00 ","$6,200,000.00 ","400,000",26-Nov-16,nan,nan
191,Sandeep Maheshwari,"27,800,000","2,303,069,221",People & Blogs,Sandeepmaheshwari,0,Singapore,SG,NA,"4,057,944","3,017",NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,2-Jan-08,1.352083,103.819836
192,Bounce Patrol - Kids Songs,"27,800,000","21,037,851,468",Music,Bounce Patrol - Kids Songs,292,Australia,AU,Music,111,1,61,"127,441,000","$31,900.00 ","$509,800.00 ","$382,300.00 ","$6,100,000.00 ",0,1-Jan-13,-25.274398,133.775136
193,toycantando,"27,700,000","15,777,682,516",Music,toycantando,619,Colombia,CO,Music,197,4,62,"173,836,000","$43,500.00 ","$695,300.00 ","$521,500.00 ","$8,300,000.00 ","200,000",7-Jul-09,4.570868,-74.297333
194,MrBeast 2,"27,500,000","4,552,581,106",People & Blogs,Leaux Pass,27,United States,US,Music,"2,161,873","5,889","4,311",649,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,23-Jun-11,37.09024,-95.712891
195,Wiz Khalifa,"27,500,000","13,379,395,501",Music,Wiz Khalifa,682,United States,US,Music,275,57,63,"90,450,000","$22,600.00 ","$361,800.00 ","$271,300.00 ","$4,300,000.00 ","100,000",9-May-08,37.09024,-95.712891
196,JYP Entertainment,"27,400,000","19,883,150,017",Music,JYP Entertainment,"1,753",South Korea,KR,Music,124,4,64,"307,631,000","$76,900.00 ","$1,200,000.00 ","$922,900.00 ","$14,800,000.00 ","200,000",25-Jan-08,35.907757,127.766922
197,ýýý Kids Roma Show,"27,400,000","10,336,420,490",People & Blogs,ýýý Kids Roma Show,642,United States,US,Entertainment,418,58,50,"175,844,000","$44,000.00 ","$703,400.00 ","$527,500.00 ","$8,400,000.00 ","400,000",12-May-15,37.09024,-95.712891
198,DanTDM,"27,400,000","19,417,887,510",Gaming,DanTDM,"3,664",United Kingdom,GB,Games,132,7,16,"78,668,000","$19,700.00 ","$314,700.00 ","$236,000.00 ","$3,800,000.00 ","500,000",14-Jul-12,55.378051,-3.435973
199,Nick Jr.,"27,300,000","22,440,611,155",Film & Animation,Nick Jr.,"5,438",United States,US,Entertainment,100,59,51,"42,546,000","$10,600.00 ","$170,200.00 ","$127,600.00 ","$2,000,000.00 ","200,000",27-Sep-12,37.09024,-95.712891
200,Crazy XYZ,"27,300,000","7,705,492,350",Entertainment,Crazy XYZ,"1,259",India,IN,Tech,707,48,2,"102,235,000","$25,600.00 ","$408,900.00 ","$306,700.00 ","$4,900,000.00 ","100,000",10-Sep-17,20.593684,78.96288
201,ToyPuddingTV,"27,100,000","15,916,882,228",Entertainment,ToyPudding TV[ï¿½ï¿½ï¿½ï¿½ï,2,NA,NA,People,"4,052,296",NA,"7,692",14,$0.00 ,$0.10 ,$0.00 ,$0.70 ,0,7-Jun-17,nan,nan
202,Dushyant kukreja,"27,100,000","17,318,452,893",Entertainment,Dushyant kukreja,889,India,IN,Entertainment,159,49,52,"429,692,000","$107,400.00 ","$1,700,000.00 ","$1,300,000.00 ","$20,600,000.00 ","700,000",26-Sep-15,20.593684,78.96288
203,Gulshan Kalra,"27,100,000","12,732,444,881",Howto & Style,Gulshan Kalra,545,NA,NA,Howto,296,NA,5,"502,779,000","$125,700.00 ","$2,000,000.00 ","$1,500,000.00 ","$24,100,000.00 ","1,300,000",9-Apr-18,nan,nan
204,Brent Rivera,"27,000,000","6,570,935,979",Comedy,Brent Rivera,554,United States,US,Entertainment,909,60,53,"144,453,000","$36,100.00 ","$577,800.00 ","$433,400.00 ","$6,900,000.00 ","300,000",1-Aug-09,37.09024,-95.712891
205,Renato Garcia YT,"26,900,000","7,938,616,641",Entertainment,Renato Garcia YT,"3,956",Brazil,BR,Entertainment,664,11,54,"82,912,000","$20,700.00 ","$331,600.00 ","$248,700.00 ","$4,000,000.00 ","200,000",29-Sep-11,-14.235004,-51.92528
206,Beast Reacts,"26,700,000","4,388,047,013",People & Blogs,Beast Reacts,241,United States,US,Entertainment,"1,632",61,54,"276,187,000","$69,000.00 ","$1,100,000.00 ","$828,600.00 ","$13,300,000.00 ","1,200,000",24-Apr-16,37.09024,-95.712891
207,enchufetv,"26,700,000","10,317,306,313",Comedy,enchufetv,975,Colombia,CO,Comedy,420,5,11,"24,363,000","$6,100.00 ","$97,500.00 ","$73,100.00 ","$1,200,000.00 ",0,13-Nov-11,4.570868,-74.297333
